"timestamp","label","direction","distance_cm","speed_cmps","kp","ki","kd","speed_factor","done","timeout","completion_s","final_remaining_cm","radial_error_cm","max_overshoot_cm","final_cross_error_cm","final_actual_cmps","peak_actual_cmps","restart_count","reversal_count","braking_samples","position_loop_samples","line_guidance_samples","max_yaw_error_deg","telemetry_samples","vision_start_time","vision_end_time","vision_start_x_grid","vision_start_y_grid","vision_start_yaw_deg","vision_end_x_grid","vision_end_y_grid","vision_end_yaw_deg","vision_dx_cm","vision_dy_cm","vision_travel_cm","vision_yaw_change_deg","raw_log"
"2026-07-15T19:30:00","straight_single_backward70_k0_f055","backward","70","65","0","0","0","0.55","1","0","1.886","-1.5","1.5","1.6","0","0","73.2","0","0","5","0","16","0.84","18","2026-07-15T19:29:58.3174381+08:00","2026-07-15T19:30:00.3610332+08:00","4.0454","5.0616","90.482","0.4667","5.0468","89.554","-71.574","-0.296","71.575","-0.928","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\straight_single_backward70_k0_f055.log"
"2026-07-15T19:33:38","release22_forward100_k0_f055","forward","100","150","0","0","0","0.55","1","0","2.164","-1.7","1.726","1.7","0.3","0","94.11","0","0","5","0","18","1.59","20","2026-07-15T19:33:35.3265635+08:00","2026-07-15T19:33:37.6462762+08:00","0.4691","5.0463","89.581","5.5919","5.0473","90.555","102.456","0.02","102.456","0.975","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_forward100_k0_f055.log"
"2026-07-15T19:33:58","release22_backward100_k0_f055","backward","100","150","0","0","0","0.55","1","0","2.177","-1.6","1.676","1.6","0.5","0","94.75","0","0","6","0","19","0.78","21","2026-07-15T19:33:56.0702655+08:00","2026-07-15T19:33:58.4026078+08:00","5.5919","5.0475","90.541","0.5048","4.9686","89.439","-101.742","-1.578","101.754","-1.102","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_backward100_k0_f055.log"
"2026-07-15T19:34:58","release22_left40_k0_f055","left","40","50","0","0","0","0.55","1","0","1.703","0.7","0.99","0","0.7","0.28","55.73","0","0","7","0","14","1.7","15","2026-07-15T19:34:56.5106385+08:00","2026-07-15T19:34:58.3734709+08:00","0.5046","4.9683","89.279","0.5267","2.9242","89.498","0.442","-40.882","40.884","0.219","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_left40_k0_f055.log"
"2026-07-15T19:35:19","release22_right40_k0_f055","right","40","50","0","0","0","0.55","1","0","1.651","1","1.166","0","0.6","0.41","54.53","0","0","7","0","14","1.04","15","2026-07-15T19:35:17.3279066+08:00","2026-07-15T19:35:19.1533810+08:00","0.5265","2.9245","89.496","0.557","4.9829","89.117","0.61","41.168","41.173","-0.379","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_right40_k0_f055.log"
"2026-07-15T19:35:44","release22_left70_k0_f055","left","70","65","0","0","0","0.55","1","0","2.1","0.8","0.894","0","0.4","0","70.07","0","0","7","0","18","0.68","20","2026-07-15T19:35:41.4460664+08:00","2026-07-15T19:35:43.7032127+08:00","0.5573","4.982","89.198","0.6122","1.354","89.396","1.098","-72.56","72.568","0.198","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_left70_k0_f055.log"
"2026-07-15T19:36:07","release22_right70_k0_f055","right","70","65","0","0","0","0.55","1","0","2.012","0.9","0.949","0","0.3","0","70.72","0","0","6","0","17","1.12","19","2026-07-15T19:36:04.7311069+08:00","2026-07-15T19:36:06.8837850+08:00","0.6121","1.3537","89.365","0.7932","4.9214","89.863","3.622","71.354","71.446","0.498","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_right70_k0_f055.log"
"2026-07-15T19:36:50","release22_forward20_k010_f055","forward","20","40","0.1","0","0","0.55","1","0","1.424","0","0.2","0","0.2","0","30.55","0","0","8","3","8","0.62","13","2026-07-15T19:36:48.9572705+08:00","2026-07-15T19:36:50.5435724+08:00","0.7925","4.9212","89.82","1.8145","4.9189","88.939","20.44","-0.046","20.44","-0.881","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_forward20_k010_f055.log"
"2026-07-15T19:37:10","release22_backward20_k010_f055","backward","20","40","0.1","0","0","0.55","1","0","1.464","-0.2","0.283","0.2","0.2","0","30.97","0","0","8","3","8","0.7","13","2026-07-15T19:37:08.1214280+08:00","2026-07-15T19:37:09.7347481+08:00","1.8151","4.9185","89.281","0.7779","4.9296","89.737","-20.744","0.222","20.745","0.456","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_backward20_k010_f055.log"
"2026-07-15T19:37:36","release22_forward100_k010_f055","forward","100","150","0.1","0","0","0.55","1","0","2.182","-1.4","1.414","1.4","0.2","0","96.16","0","0","6","0","19","1.26","20","2026-07-15T19:37:34.1361028+08:00","2026-07-15T19:37:36.4709206+08:00","0.7776","4.9289","89.595","5.8725","4.9207","91.492","101.898","-0.164","101.898","1.896","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_forward100_k010_f055.log"
"2026-07-15T19:37:56","release22_backward100_k010_f055","backward","100","150","0.1","0","0","0.55","1","0","2.127","-1.7","1.772","1.7","0.5","0","94.94","0","0","5","0","19","1.45","21","2026-07-15T19:37:54.1828812+08:00","2026-07-15T19:37:56.4811330+08:00","5.8729","4.9213","91.404","0.7719","4.8487","89.498","-102.02","-1.452","102.03","-1.906","E:\ASC-_AIVision_Group2\project\calibration_records\2026-07-15_position_pid_tuning\release22_backward100_k010_f055.log"
